contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry,T,spot,mid,iv,delta,gamma,vega,theta
META260109C00575000,2025-12-16 20:53:48+00:00,575.0,88.5,88.7,93.2,0.0,0.0,2.0,8.0,0.5179491564941407,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,90.95,0.5179491564941407,,,,
META260109C00580000,2025-12-19 19:19:42+00:00,580.0,90.22,83.8,88.15,0.0,0.0,15.0,15.0,0.4928029235839845,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,85.975,0.4928029235839845,,,,
META260109C00585000,2025-12-22 19:53:12+00:00,585.0,76.3,78.95,83.1,0.0,0.0,19.0,17.0,0.467778759765625,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,81.025,0.467778759765625,,,,
META260109C00590000,2025-12-23 15:42:16+00:00,590.0,74.7,75.2,76.3,10.360001,16.10196,32.0,4.0,0.36646141357421874,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,75.75,0.36646141357421874,,,,
META260109C00595000,2025-12-23 17:57:14+00:00,595.0,70.73,70.05,71.4,2.3300018,3.4064353,26.0,18.0,0.35108070800781244,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,70.725,0.35108070800781244,,,,
META260109C00600000,2025-12-23 16:29:14+00:00,600.0,66.37,64.1,67.1,2.670002,4.1915255,1.0,48.0,0.36096830444335937,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,65.6,0.36096830444335937,,,,
META260109C00605000,2025-12-17 20:50:10+00:00,605.0,53.5,59.15,63.1,0.0,0.0,23.0,22.0,0.3751283190917969,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,61.125,0.3751283190917969,,,,
META260109C00610000,2025-12-22 16:31:28+00:00,610.0,52.1,54.6,58.2,0.0,0.0,2.0,127.0,0.3549869189453124,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,56.400000000000006,0.3549869189453124,,,,
META260109C00615000,2025-12-22 16:31:29+00:00,615.0,48.3,50.9,52.55,0.0,0.0,11.0,118.0,0.31049273498535157,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,51.724999999999994,0.31049273498535157,,,,
META260109C00620000,2025-12-23 15:20:37+00:00,620.0,46.6,46.3,47.9,2.209999,4.9785967,4.0,76.0,0.2984078948974609,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,47.099999999999994,0.2984078948974609,,,,
META260109C00625000,2025-12-22 20:43:45+00:00,625.0,41.1,41.8,43.3,0.0,0.0,45.0,81.0,0.2860789166259765,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,42.55,0.2860789166259765,,,,
META260109C00630000,2025-12-23 15:20:37+00:00,630.0,37.8,37.25,38.3,3.1100006,8.965121,2.0,106.0,0.26148199462890626,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,37.775,0.26148199462890626,,,,
META260109C00635000,2025-12-23 14:56:47+00:00,635.0,33.39,33.4,34.4,0.73999786,2.266456,3.0,131.0,0.2633130310058594,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,33.9,0.2633130310058594,,,,
META260109C00640000,2025-12-23 17:08:49+00:00,640.0,30.9,29.5,29.85,3.9699993,14.741921,18.0,123.0,0.24631490997314454,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,29.675,0.24631490997314454,,,,
META260109C00645000,2025-12-23 17:12:13+00:00,645.0,27.35,25.8,26.05,2.1499996,8.531745,8.0,197.0,0.24262231994628902,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,25.925,0.24262231994628902,,,,
META260109C00650000,2025-12-23 18:05:12+00:00,650.0,22.27,22.2,22.45,0.37000084,1.6895015,29.0,520.0,0.23856352264404296,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,22.325,0.23856352264404296,,,,
META260109C00655000,2025-12-23 17:56:12+00:00,655.0,18.9,18.8,19.1,-0.10000038,-0.5263178,90.0,1628.0,0.2346878289794922,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,18.950000000000003,0.2346878289794922,,,,
META260109C00660000,2025-12-23 17:48:06+00:00,660.0,16.19,15.9,16.15,0.22000027,1.3775846,235.0,667.0,0.23316196533203126,True,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,16.025,0.23316196533203126,,,,
META260109C00665000,2025-12-23 18:03:56+00:00,665.0,13.25,13.15,13.35,-0.19999981,-1.4869875,206.0,899.0,0.2293473062133789,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,13.25,0.2293473062133789,,,,
META260109C00670000,2025-12-23 17:56:17+00:00,670.0,10.87,10.8,10.95,-0.3199997,-2.8596935,163.0,892.0,0.22736368347167968,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,10.875,0.22736368347167968,,,,
META260109C00675000,2025-12-23 17:57:02+00:00,675.0,8.9,8.7,8.9,-0.25,-2.7322404,283.0,662.0,0.22638713073730468,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,8.8,0.22638713073730468,,,,
META260109C00680000,2025-12-23 18:02:21+00:00,680.0,7.08,7.0,7.15,-0.32000017,-4.3243265,159.0,663.0,0.22571575073242187,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,7.075,0.22571575073242187,,,,
META260109C00685000,2025-12-23 17:58:56+00:00,685.0,5.7,5.55,5.7,-0.35000038,-5.78513,62.0,420.0,0.2257767852783203,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,5.625,0.2257767852783203,,,,
META260109C00690000,2025-12-23 17:43:00+00:00,690.0,4.6,4.35,4.5,-0.3000002,-6.1224527,83.0,577.0,0.22605144073486327,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,4.425,0.22605144073486327,,,,
META260109C00695000,2025-12-23 17:08:07+00:00,695.0,3.78,3.4,3.55,-0.06999993,-1.8181801,46.0,368.0,0.22730264892578123,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,3.4749999999999996,0.22730264892578123,,,,
META260109C00700000,2025-12-23 17:54:38+00:00,700.0,2.75,2.68,2.76,-0.3499999,-11.29032,647.0,3335.0,0.22809609802246095,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,2.7199999999999998,0.22809609802246095,,,,
META260109C00705000,2025-12-23 17:54:28+00:00,705.0,2.14,2.1,2.15,-0.3699999,-14.741032,128.0,967.0,0.22974403076171873,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,2.125,0.22974403076171873,,,,
META260109C00710000,2025-12-23 18:01:33+00:00,710.0,1.69,1.68,1.73,-0.3499999,-17.156858,261.0,417.0,0.23383334533691402,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,1.705,0.23383334533691402,,,,
META260109C00715000,2025-12-23 17:13:10+00:00,715.0,1.52,1.33,1.38,-0.09000003,-5.5900645,51.0,503.0,0.23743438354492186,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,1.355,0.23743438354492186,,,,
META260109C00720000,2025-12-23 17:54:18+00:00,720.0,1.12,1.08,1.12,-0.23000002,-17.037039,95.0,417.0,0.24195093994140626,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,1.1,0.24195093994140626,,,,
META260109C00725000,2025-12-23 17:51:30+00:00,725.0,0.89,0.88,0.92,-0.24000001,-21.238937,90.0,480.0,0.247077841796875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.9,0.247077841796875,,,,
META260109C00730000,2025-12-23 17:49:04+00:00,730.0,0.76,0.72,0.76,-0.18,-19.148935,56.0,465.0,0.25220474365234374,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.74,0.25220474365234374,,,,
META260109C00735000,2025-12-23 17:43:05+00:00,735.0,0.65,0.6,0.63,-0.120000005,-15.584416,91.0,151.0,0.2573316455078125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.615,0.2573316455078125,,,,
META260109C00740000,2025-12-23 17:54:58+00:00,740.0,0.52,0.5,0.54,-0.15000004,-22.388065,71.0,1032.0,0.26380130737304686,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.52,0.26380130737304686,,,,
META260109C00745000,2025-12-23 17:40:50+00:00,745.0,0.46,0.43,0.46,-0.109999985,-19.298243,21.0,188.0,0.26978269287109374,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.445,0.26978269287109374,,,,
META260109C00750000,2025-12-23 18:01:47+00:00,750.0,0.37,0.36,0.38,-0.109999985,-22.916664,48.0,672.0,0.2739330419921875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.37,0.2739330419921875,,,,
META260109C00755000,2025-12-23 16:41:08+00:00,755.0,0.34,0.31,0.34,-0.03999999,-10.526314,53.0,233.0,0.2815013256835937,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.325,0.2815013256835937,,,,
META260109C00760000,2025-12-23 17:58:51+00:00,760.0,0.26,0.26,0.29,-0.07000002,-21.212128,81.0,173.0,0.2868723657226562,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.275,0.2868723657226562,,,,
META260109C00765000,2025-12-23 17:38:57+00:00,765.0,0.24,0.22,0.25,-0.040000007,-14.285716,100.0,178.0,0.2924875439453124,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.235,0.2924875439453124,,,,
META260109C00770000,2025-12-22 15:49:36+00:00,770.0,0.26,0.19,0.22,0.0,0.0,3.0,96.0,0.2985909985351562,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.20500000000000002,0.2985909985351562,,,,
META260109C00775000,2025-12-23 15:18:47+00:00,775.0,0.19,0.16,0.19,-0.030000001,-13.636364,2.0,223.0,0.30371790039062496,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.175,0.30371790039062496,,,,
META260109C00780000,2025-12-23 15:32:00+00:00,780.0,0.16,0.14,0.17,-0.08,-33.333336,128.0,176.0,0.3100654931640625,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.15500000000000003,0.3100654931640625,,,,
META260109C00785000,2025-12-23 15:33:36+00:00,785.0,0.15,0.12,0.15,-0.00999999,-6.2499943,3.0,67.0,0.31592480957031244,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.135,0.31592480957031244,,,,
META260109C00790000,2025-12-23 16:32:41+00:00,790.0,0.13,0.1,0.13,-0.010000005,-7.1428604,15.0,15.0,0.32080757324218745,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.115,0.32080757324218745,,,,
META260109C00795000,2025-12-22 20:27:31+00:00,795.0,0.15,0.09,0.12,0.0,0.0,5.0,73.0,0.3276434423828125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.105,0.3276434423828125,,,,
META260109C00800000,2025-12-23 17:29:40+00:00,800.0,0.08,0.08,0.11,-0.049999997,-38.461536,120.0,447.0,0.33447931152343746,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.095,0.33447931152343746,,,,
META260109C00805000,2025-12-18 20:54:01+00:00,805.0,0.16,0.07,0.1,0.0,0.0,3.0,15.0,0.340826904296875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.085,0.340826904296875,,,,
META260109C00810000,2025-12-22 15:38:38+00:00,810.0,0.12,0.06,0.09,0.0,0.0,1.0,120.0,0.34570966796874997,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.075,0.34570966796874997,,,,
META260109C00815000,2025-12-16 19:09:21+00:00,815.0,0.13,0.05,0.08,0.0,0.0,1.0,4.0,0.35108070800781244,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.065,0.35108070800781244,,,,
META260109C00820000,2025-12-19 15:50:24+00:00,820.0,0.08,0.04,0.07,0.0,0.0,10.0,151.0,0.35547519531249994,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.05500000000000001,0.35547519531249994,,,,
META260109C00825000,2025-12-23 15:24:32+00:00,825.0,0.05,0.04,0.06,-0.06,-54.545456,5.0,7.0,0.358404853515625,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.05,0.358404853515625,,,,
META260109C00830000,2025-12-22 17:47:14+00:00,830.0,0.09,0.03,0.06,0.0,0.0,2.0,3.0,0.367193828125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.045,0.367193828125,,,,
META260109C00835000,2025-12-08 16:10:54+00:00,835.0,0.57,0.03,0.05,0.0,0.0,1.0,2.0,0.36914693359375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.04,0.36914693359375,,,,
META260109C00840000,2025-12-18 19:39:32+00:00,840.0,0.07,0.02,0.05,0.0,0.0,2.0,69.0,0.3789124609375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.035,0.3789124609375,,,,
META260109C00845000,2025-12-17 17:35:44+00:00,845.0,0.08,0.02,0.05,0.0,0.0,3.0,4.0,0.38672488281249995,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.035,0.38672488281249995,,,,
META260109C00850000,2025-12-19 19:14:23+00:00,850.0,0.09,0.01,0.04,0.0,0.0,5.0,255.0,0.38672488281249995,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.38672488281249995,,,,
META260109C00855000,2025-12-10 18:47:28+00:00,855.0,0.23,0.01,0.04,0.0,0.0,2.0,40.0,0.39453730468750003,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.39453730468750003,,,,
META260109C00860000,2025-12-19 20:43:30+00:00,860.0,0.06,0.01,0.04,0.0,0.0,2.0,12.0,0.40430283203125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.40430283203125,,,,
META260109C00865000,2025-12-19 20:45:18+00:00,865.0,0.05,0.01,0.04,0.0,0.0,2.0,10.0,0.41211525390625,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.41211525390625,,,,
META260109C00870000,2025-12-17 18:59:55+00:00,870.0,0.06,0.01,0.03,0.0,0.0,2.0,1.0,0.4101621484375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.4101621484375,,,,
META260109C00875000,2025-12-18 19:39:00+00:00,875.0,0.04,0.0,0.03,0.0,0.0,2.0,2.0,0.41797457031249996,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.04,0.41797457031249996,,,,
META260109C00880000,2025-12-18 19:38:36+00:00,880.0,0.03,0.0,0.03,0.0,0.0,4.0,2.0,0.42578699218750005,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.03,0.42578699218750005,,,,
META260109C00885000,2025-12-15 20:45:32+00:00,885.0,0.08,0.0,0.03,0.0,0.0,2.0,1.0,0.4335994140625,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.08,0.4335994140625,,,,
META260109C00890000,2025-12-08 20:39:35+00:00,890.0,0.25,0.0,0.03,0.0,0.0,,0.0,0.43945873046875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.25,0.43945873046875,,,,
META260109C00895000,2025-12-17 19:00:15+00:00,895.0,0.05,0.0,0.03,0.0,0.0,1.0,6.0,0.44727115234375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.05,0.44727115234375,,,,
META260109C00900000,2025-12-12 20:59:17+00:00,900.0,0.07,0.0,0.03,0.0,0.0,5.0,9.0,0.45508357421875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.07,0.45508357421875,,,,
META260109C00910000,2025-12-22 20:19:54+00:00,910.0,0.02,0.0,0.52,0.0,0.0,1.0,3.0,0.584965087890625,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.584965087890625,,,,
META260109C00920000,2025-12-16 17:21:53+00:00,920.0,0.01,0.0,0.13,0.0,0.0,20.0,22.0,0.5195360546875,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.5195360546875,,,,
META260109C00930000,2025-12-16 20:34:05+00:00,930.0,0.01,0.0,0.33,0.0,0.0,20.0,24.0,0.5883830224609375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.5883830224609375,,,,
META260109C00940000,2025-12-16 17:21:35+00:00,940.0,0.01,0.0,0.51,0.0,0.0,2.0,4.0,0.6352575537109376,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.6352575537109376,,,,
META260109C00950000,2025-12-16 15:17:46+00:00,950.0,0.01,0.0,0.51,0.0,0.0,2.0,6.0,0.6518589501953126,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.6518589501953126,,,,
META260109C00960000,2025-12-18 19:31:08+00:00,960.0,0.03,0.0,0.07,0.0,0.0,1.0,615.0,0.5488326367187502,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.03,0.5488326367187502,,,,
META260109C00970000,2025-12-18 19:30:38+00:00,970.0,0.02,0.0,0.39,0.0,0.0,2.0,602.0,0.6640658593750002,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.6640658593750002,,,,
META260109C00980000,2025-12-18 19:31:00+00:00,980.0,0.02,0.0,0.13,0.0,0.0,1.0,21.0,0.6093789062500001,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.6093789062500001,,,,
META260109C00990000,2025-12-15 20:20:27+00:00,990.0,0.01,0.0,0.08,0.0,0.0,20.0,22.0,0.5976602734375001,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.5976602734375001,,,,
META260109C01000000,2025-12-17 16:14:52+00:00,1000.0,0.01,0.0,0.13,0.0,0.0,1.0,25.0,0.6367223828125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.01,0.6367223828125,,,,
META260109C01010000,2025-12-05 17:12:22+00:00,1010.0,0.12,0.0,0.13,0.0,0.0,2.0,1.0,0.65039412109375,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.12,0.65039412109375,,,,
META260109C01020000,2025-12-12 18:15:40+00:00,1020.0,0.05,0.0,0.13,0.0,0.0,1.0,0.0,0.6640658593750002,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.05,0.6640658593750002,,,,
META260109C01030000,2025-12-10 19:00:38+00:00,1030.0,0.02,0.0,0.13,0.0,0.0,1.0,1.0,0.6777375976562501,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.6777375976562501,,,,
META260109C01040000,2025-12-05 17:33:21+00:00,1040.0,0.1,0.0,0.13,0.0,0.0,2.0,1.0,0.6914093359375001,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.1,0.6914093359375001,,,,
META260109C01050000,2025-12-05 17:51:40+00:00,1050.0,0.1,0.0,0.13,0.0,0.0,2.0,0.0,0.7050810742187501,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.1,0.7050810742187501,,,,
META260109C01060000,2025-12-05 17:52:09+00:00,1060.0,0.09,0.0,0.13,0.0,0.0,2.0,0.0,0.71679970703125,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.09,0.71679970703125,,,,
META260109C01070000,2025-12-05 17:54:32+00:00,1070.0,0.09,0.0,0.51,0.0,0.0,2.0,0.0,0.8359391406249999,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.09,0.8359391406249999,,,,
META260109C01080000,2025-12-05 18:03:22+00:00,1080.0,0.06,0.0,0.13,0.0,0.0,2.0,0.0,0.7421900781249999,False,REGULAR,USD,call,2026-01-09,0.04445109203906646,664.6799926757812,0.06,0.7421900781249999,,,,
META260109P00250000,2025-12-18 17:39:12+00:00,250.0,0.01,0.0,0.14,0.0,0.0,20.0,22.0,1.51172119140625,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.01,1.51172119140625,,,,
META260109P00270000,2025-12-09 19:20:50+00:00,270.0,0.02,0.0,0.33,0.0,0.0,,2.0,1.5195336523437497,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,1.5195336523437497,,,,
META260109P00280000,2025-12-23 17:20:58+00:00,280.0,0.03,0.0,0.13,0.02,200.0,5.0,3.0,1.3359408203124996,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.03,1.3359408203124996,,,,
META260109P00350000,2025-12-15 14:33:04+00:00,350.0,0.02,0.0,0.13,0.0,0.0,1.0,3.0,1.0078174609375,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,1.0078174609375,,,,
META260109P00360000,2025-12-15 14:33:04+00:00,360.0,0.02,0.0,0.13,0.0,0.0,,1.0,0.9648441015625,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.9648441015625,,,,
META260109P00370000,2025-12-15 14:33:09+00:00,370.0,0.02,0.0,0.13,0.0,0.0,,2.0,0.9257819921875,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.9257819921875,,,,
META260109P00380000,2025-12-19 16:44:41+00:00,380.0,0.03,0.0,0.13,0.0,0.0,3.0,4.0,0.8867198828124999,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.03,0.8867198828124999,,,,
META260109P00390000,2025-12-15 14:33:09+00:00,390.0,0.03,0.0,0.14,0.0,0.0,,2.0,0.8535170898437501,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.03,0.8535170898437501,,,,
META260109P00400000,2025-12-17 16:52:37+00:00,400.0,0.02,0.0,0.13,0.0,0.0,1.0,47.0,0.8105487695312499,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.8105487695312499,,,,
META260109P00410000,2025-12-15 14:33:09+00:00,410.0,0.04,0.0,0.03,0.0,0.0,,1.0,0.6796907031250001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.04,0.6796907031250001,,,,
META260109P00420000,2025-12-22 17:53:30+00:00,420.0,0.02,0.0,0.03,0.0,0.0,1.0,16.0,0.648441015625,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.648441015625,,,,
META260109P00425000,2025-12-19 15:26:10+00:00,425.0,0.02,0.0,0.03,0.0,0.0,2.0,6.0,0.632816171875,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.02,0.632816171875,,,,
META260109P00430000,2025-12-15 20:54:23+00:00,430.0,0.05,0.0,0.03,0.0,0.0,,25.0,0.6171913281250001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.05,0.6171913281250001,,,,
META260109P00440000,2025-12-11 18:38:09+00:00,440.0,0.06,0.01,0.04,0.0,0.0,,1.0,0.6132851171875001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.6132851171875001,,,,
META260109P00445000,2025-12-19 15:43:35+00:00,445.0,0.03,0.01,0.04,0.0,0.0,1.0,2.0,0.5976602734375001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.5976602734375001,,,,
META260109P00450000,2025-12-22 14:34:18+00:00,450.0,0.03,0.01,0.04,0.0,0.0,10.0,26.0,0.5820354296875,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.5820354296875,,,,
META260109P00455000,2025-12-23 15:50:41+00:00,455.0,0.03,0.01,0.04,-0.21,-87.5,5.0,20.0,0.5664105859375,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.025,0.5664105859375,,,,
META260109P00465000,2025-12-16 15:02:49+00:00,465.0,0.08,0.02,0.05,0.0,0.0,1.0,1.0,0.5507857421875001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.035,0.5507857421875001,,,,
META260109P00470000,2025-12-10 18:22:55+00:00,470.0,0.17,0.02,0.05,0.0,0.0,,2.0,0.5371140039062501,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.035,0.5371140039062501,,,,
META260109P00475000,2025-12-05 20:17:16+00:00,475.0,0.18,0.03,0.05,0.0,0.0,2.0,2.0,0.5273484765625001,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.04,0.5273484765625001,,,,
META260109P00480000,2025-12-22 16:23:17+00:00,480.0,0.06,0.05,0.06,0.0,0.0,1.0,51.0,0.5293015820312501,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.055,0.5293015820312501,,,,
META260109P00485000,2025-12-18 16:54:10+00:00,485.0,0.05,0.04,0.07,0.0,0.0,1.0,1.0,0.5136767382812499,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.05500000000000001,0.5136767382812499,,,,
META260109P00490000,2025-12-18 20:26:49+00:00,490.0,0.12,0.04,0.07,0.0,0.0,1.0,32.0,0.5097705273437501,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.05500000000000001,0.5097705273437501,,,,
META260109P00495000,2025-12-22 14:56:58+00:00,495.0,0.08,0.07,0.08,0.0,0.0,1.0,12.0,0.5009815527343751,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.07500000000000001,0.5009815527343751,,,,
META260109P00500000,2025-12-19 16:46:58+00:00,500.0,0.09,0.05,0.08,0.0,0.0,1.0,73.0,0.485356708984375,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.065,0.485356708984375,,,,
META260109P00505000,2025-12-22 17:52:56+00:00,505.0,0.1,0.06,0.09,0.0,0.0,36.0,38.0,0.476567734375,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.075,0.476567734375,,,,
META260109P00510000,2025-12-22 18:07:42+00:00,510.0,0.11,0.06,0.09,0.0,0.0,3.0,18.0,0.46094289062500005,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.075,0.46094289062500005,,,,
META260109P00515000,2025-12-23 15:30:58+00:00,515.0,0.09,0.07,0.1,-0.03999999,-30.769224,60.0,70.0,0.450200810546875,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.085,0.450200810546875,,,,
META260109P00520000,2025-12-23 15:29:32+00:00,520.0,0.09,0.07,0.1,-0.03999999,-30.769224,31.0,21.0,0.43457596679687505,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.085,0.43457596679687505,,,,
META260109P00525000,2025-12-23 16:34:44+00:00,525.0,0.09,0.08,0.11,-0.049999997,-35.714283,5.0,34.0,0.42383388671875,False,REGULAR,USD,put,2026-01-09,0.04445109203906646,664.6799926757812,0.095,0.42383388671875,,,,
